user_id,variant,signed_up
92165,Treatment,0
46166,Control,0
41888,Control,1
69463,Treatment,0
48433,Control,0
5900,Control,0
87881,Treatment,0
12087,Control,1
16454,Control,0
24652,Control,0
60340,Treatment,1
33960,Control,0
59803,Treatment,0
75902,Treatment,0
66684,Treatment,0
41156,Control,0
29620,Control,0
21506,Control,1
50893,Treatment,0
17925,Control,0
82197,Treatment,0
47312,Control,0
45284,Control,0
29080,Control,0
8049,Control,0
81799,Treatment,0
94959,Treatment,0
52609,Treatment,1
6538,Control,0
73228,Treatment,0
58171,Treatment,0
40287,Control,0
59861,Treatment,0
70571,Treatment,0
87161,Treatment,0
54134,Treatment,0
77674,Treatment,0
8907,Control,0
7501,Control,0
80660,Treatment,0
94393,Treatment,0
86525,Treatment,0
7597,Control,0
73731,Treatment,0
48908,Control,0
25250,Control,0
93969,Treatment,1
7812,Control,0
69629,Treatment,0
32916,Control,0
42975,Control,0
40961,Control,0
29904,Control,0
35885,Control,0
18118,Control,0
43470,Control,0
72294,Treatment,0
3551,Control,0
59391,Treatment,0
23618,Control,1
82327,Treatment,0
4113,Control,0
64684,Treatment,1
45877,Control,1
8407,Control,0
90541,Treatment,0
80074,Treatment,0
79609,Treatment,0
36091,Control,1
57362,Treatment,0
34162,Control,0
36108,Control,0
57438,Treatment,1
11564,Control,0
6042,Control,1
64985,Treatment,0
68228,Treatment,0
61543,Treatment,0
47807,Control,0
93200,Treatment,0
15640,Control,0
44182,Control,1
12705,Control,0
70354,Treatment,0
5173,Control,0
82200,Treatment,0
57874,Treatment,0
67694,Treatment,0
11388,Control,0
42988,Control,0
15267,Control,0
45867,Control,0
1987,Control,1
64352,Treatment,0
12341,Control,0
21422,Control,0
49849,Control,1
87585,Treatment,0
82839,Treatment,0
67613,Treatment,0
38206,Control,1
4274,Control,0
16077,Control,0
64761,Treatment,0
81181,Treatment,0
81337,Treatment,1
92033,Treatment,0
57534,Treatment,0
16627,Control,1
86102,Treatment,0
21712,Control,0
37920,Control,1
24604,Control,0
88269,Treatment,0
63316,Treatment,0
42100,Control,0
71881,Treatment,0
83343,Treatment,0
648,Control,0
87295,Treatment,1
54210,Treatment,0
88846,Treatment,0
68642,Treatment,1
72269,Treatment,0
58832,Treatment,0
57323,Treatment,0
25516,Control,0
5223,Control,0
97252,Treatment,0
81729,Treatment,0
29427,Control,0
53865,Treatment,0
50814,Treatment,0
92474,Treatment,0
55543,Treatment,0
57120,Treatment,0
78697,Treatment,0
3217,Control,0
4788,Control,1
69205,Treatment,0
49340,Control,0
55369,Treatment,0
7224,Control,0
39857,Control,0
80232,Treatment,0
74407,Treatment,0
82409,Treatment,0
98166,Treatment,1
77881,Treatment,0
88532,Treatment,0
47046,Control,0
2906,Control,0
20025,Control,0
92066,Treatment,0
86983,Treatment,1
82487,Treatment,0
29906,Control,0
61219,Treatment,1
70096,Treatment,0
16017,Control,0
44551,Control,0
46039,Control,0
67810,Treatment,0
17880,Control,0
45007,Control,0
95310,Treatment,0
32188,Control,0
18793,Control,0
35309,Control,0
26219,Control,1
96035,Treatment,1
36247,Control,0
73788,Treatment,0
43402,Control,0
73162,Treatment,1
96599,Treatment,0
12606,Control,1
60796,Treatment,1
99309,Treatment,0
47464,Control,0
18193,Control,0
49392,Control,0
65248,Treatment,0
16429,Control,0
3041,Control,0
13745,Control,1
92652,Treatment,0
56123,Treatment,1
53093,Treatment,0
49970,Control,0
79033,Treatment,0
68269,Treatment,0
84886,Treatment,1
50856,Treatment,0
29110,Control,1
28968,Control,1
59262,Treatment,1
23954,Control,1
95799,Treatment,0
65853,Treatment,0
45598,Control,0
36717,Control,0
94173,Treatment,0
89411,Treatment,0
55079,Treatment,1
94433,Treatment,0
85392,Treatment,1
35365,Control,1
23356,Control,0
13757,Control,0
30586,Control,0
70427,Treatment,0
71767,Treatment,0
47157,Control,1
58172,Treatment,0
98121,Treatment,0
44943,Control,0
75789,Treatment,1
85302,Treatment,0
42059,Control,0
76443,Treatment,1
81966,Treatment,0
427,Control,0
76456,Treatment,0
23628,Control,0
34147,Control,1
97042,Treatment,1
21960,Control,0
22040,Control,0
80919,Treatment,0
95880,Treatment,0
99195,Treatment,0
35584,Control,0
86312,Treatment,0
48759,Control,0
52582,Treatment,0
86416,Treatment,1
33931,Control,0
68200,Treatment,1
46420,Control,1
95984,Treatment,0
42007,Control,0
39091,Control,1
60623,Treatment,1
93185,Treatment,0
88475,Treatment,0
65372,Treatment,0
86802,Treatment,0
63502,Treatment,0
6304,Control,0
56877,Treatment,0
87663,Treatment,0
93876,Treatment,1
857,Control,0
28409,Control,0
8960,Control,1
70196,Treatment,0
62779,Treatment,0
95803,Treatment,0
43896,Control,0
1564,Control,0
2523,Control,0
86052,Treatment,0
47504,Control,0
30910,Control,1
20970,Control,0
56841,Treatment,0
13535,Control,0
13733,Control,0
91953,Treatment,1
23026,Control,0
88355,Treatment,0
46497,Control,0
91432,Treatment,0
81841,Treatment,0
24645,Control,0
874,Control,0
85011,Treatment,1
67217,Treatment,1
15954,Control,0
32251,Control,0
70242,Treatment,0
24041,Control,0
2082,Control,0
94814,Treatment,0
10944,Control,1
75811,Treatment,0
65520,Treatment,0
58477,Treatment,0
53741,Treatment,0
42172,Control,0
38281,Control,1
72860,Treatment,0
8695,Control,1
16373,Control,0
64056,Treatment,0
43465,Control,0
7135,Control,0
41732,Control,1
83065,Treatment,0
34845,Control,0
32132,Control,0
77072,Treatment,0
8755,Control,0
93328,Treatment,1
18599,Control,0
39203,Control,0
22296,Control,1
29709,Control,1
67491,Treatment,0
17407,Control,0
68494,Treatment,0
48252,Control,0
47013,Control,0
29647,Control,1
54148,Treatment,1
86005,Treatment,1
50710,Treatment,0
29485,Control,0
57656,Treatment,1
77133,Treatment,0
52578,Treatment,0
79869,Treatment,0
12773,Control,0
42962,Control,0
96647,Treatment,0
36555,Control,0
21920,Control,0
1825,Control,0
65708,Treatment,1
44624,Control,0
27163,Control,0
93994,Treatment,0
99921,Treatment,0
87946,Treatment,0
17871,Control,0
52444,Treatment,1
18569,Control,1
7611,Control,1
24296,Control,0
15825,Control,0
58189,Treatment,0
84869,Treatment,0
66035,Treatment,0
98147,Treatment,0
94764,Treatment,1
20782,Control,0
52132,Treatment,0
44327,Control,0
15411,Control,0
59238,Treatment,0
56765,Treatment,1
11469,Control,0
1265,Control,0
60174,Treatment,0
87905,Treatment,1
8000,Control,0
85317,Treatment,0
5812,Control,0
32635,Control,0
12713,Control,0
27424,Control,0
84520,Treatment,1
16538,Control,0
8385,Control,0
57981,Treatment,1
5714,Control,1
68820,Treatment,0
63467,Treatment,0
88819,Treatment,0
57229,Treatment,0
87945,Treatment,0
95956,Treatment,0
53337,Treatment,0
74907,Treatment,0
79014,Treatment,0
37798,Control,0
30677,Control,0
72129,Treatment,1
57196,Treatment,1
76269,Treatment,0
58794,Treatment,0
39874,Control,0
53064,Treatment,0
53187,Treatment,0
94961,Treatment,1
84698,Treatment,0
63947,Treatment,0
77741,Treatment,0
55840,Treatment,0
43515,Control,0
79097,Treatment,1
63381,Treatment,0
77066,Treatment,0
2757,Control,0
38623,Control,0
47810,Control,0
3104,Control,0
70673,Treatment,1
74820,Treatment,0
94635,Treatment,0
61033,Treatment,0
78839,Treatment,0
17498,Control,0
64291,Treatment,0
81443,Treatment,0
62241,Treatment,0
60343,Treatment,0
59686,Treatment,0
22754,Control,1
96212,Treatment,0
91839,Treatment,0
847,Control,0
98133,Treatment,0
17688,Control,0
30309,Control,0
95128,Treatment,1
25317,Control,0
69646,Treatment,0
12390,Control,1
30274,Control,0
30693,Control,0
94023,Treatment,0
44760,Control,0
85484,Treatment,0
5539,Control,0
4975,Control,0
92842,Treatment,1
88797,Treatment,0
7810,Control,0
62466,Treatment,0
2602,Control,0
7967,Control,0
45016,Control,0
27437,Control,0
67593,Treatment,0
73297,Treatment,0
32134,Control,0
55492,Treatment,0
31058,Control,0
79419,Treatment,0
50347,Treatment,0
75587,Treatment,0
13339,Control,0
27035,Control,0
50975,Treatment,0
31001,Control,0
82028,Treatment,0
96534,Treatment,0
67916,Treatment,0
52318,Treatment,0
69686,Treatment,0
9740,Control,1
86816,Treatment,1
94685,Treatment,0
75266,Treatment,0
8730,Control,0
68711,Treatment,0
94943,Treatment,0
63058,Treatment,0
44911,Control,0
12906,Control,0
78499,Treatment,0
36813,Control,0
40202,Control,1
51465,Treatment,0
35919,Control,0
83895,Treatment,0
31727,Control,0
99412,Treatment,0
72665,Treatment,0
7345,Control,1
46078,Control,0
49809,Control,0
17106,Control,0
74470,Treatment,1
47679,Control,0
91366,Treatment,0
76404,Treatment,0
77531,Treatment,0
16574,Control,0
37252,Control,0
40348,Control,0
17375,Control,0
50822,Treatment,0
61586,Treatment,1
82777,Treatment,0
58745,Treatment,0
46717,Control,0
1100,Control,0
4921,Control,0
54174,Treatment,0
59562,Treatment,0
53864,Treatment,0
93597,Treatment,0
96333,Treatment,0
729,Control,0
34507,Control,0
40476,Control,0
44309,Control,1
53226,Treatment,0
16503,Control,1
98329,Treatment,0
48781,Control,0
78112,Treatment,1
292,Control,0
32597,Control,1
71552,Treatment,0
52615,Treatment,0
901,Control,1
39558,Control,0
46089,Control,0
6936,Control,0
17770,Control,0
29764,Control,1
77651,Treatment,0
53212,Treatment,0
83912,Treatment,0
78153,Treatment,0
19781,Control,1
11967,Control,0
67777,Treatment,0
53594,Treatment,0
26596,Control,0
73274,Treatment,1
790,Control,0
90604,Treatment,0
98821,Treatment,0
81994,Treatment,0
86510,Treatment,0
81310,Treatment,0
40973,Control,1
55834,Treatment,0
84577,Treatment,0
9386,Control,1
36187,Control,0
76874,Treatment,0
31672,Control,0
83305,Treatment,0
20580,Control,1
82159,Treatment,0
63522,Treatment,1
77332,Treatment,0
21697,Control,0
15764,Control,1
54650,Treatment,1
97748,Treatment,0
22058,Control,0
41108,Control,0
22753,Control,0
90912,Treatment,0
15612,Control,1
90436,Treatment,1
25649,Control,0
35815,Control,0
62081,Treatment,0
50604,Treatment,1
32936,Control,0
89627,Treatment,1
53540,Treatment,1
8816,Control,0
42617,Control,0
25383,Control,0
63018,Treatment,0
59887,Treatment,0
6802,Control,0
22318,Control,0
91380,Treatment,0
97031,Treatment,1
87249,Treatment,0
47714,Control,0
17632,Control,0
6719,Control,0
7171,Control,0
73908,Treatment,0
71737,Treatment,0
85452,Treatment,1
97613,Treatment,0
96685,Treatment,0
11417,Control,0
61223,Treatment,1
47273,Control,0
10570,Control,0
58310,Treatment,0
80019,Treatment,0
86961,Treatment,0
75504,Treatment,1
31000,Control,0
8402,Control,0
55198,Treatment,1
9929,Control,0
52693,Treatment,0
37360,Control,0
76221,Treatment,0
27467,Control,0
32664,Control,0
10230,Control,0
74491,Treatment,1
62317,Treatment,1
6007,Control,0
8179,Control,0
82891,Treatment,1
73877,Treatment,0
50148,Treatment,0
29889,Control,0
7200,Control,1
52307,Treatment,0
72683,Treatment,1
27965,Control,0
42862,Control,1
15752,Control,0
9292,Control,0
34862,Control,0
52801,Treatment,0
20249,Control,1
32341,Control,0
92244,Treatment,0
51582,Treatment,0
51553,Treatment,0
56859,Treatment,0
26097,Control,0
17077,Control,0
66480,Treatment,0
80042,Treatment,0
92226,Treatment,0
96892,Treatment,0
88485,Treatment,0
51421,Treatment,0
88020,Treatment,0
68095,Treatment,0
36444,Control,1
59302,Treatment,0
37407,Control,0
3526,Control,1
26377,Control,1
12939,Control,0
82453,Treatment,0
69789,Treatment,0
95707,Treatment,0
99384,Treatment,0
14847,Control,0
79544,Treatment,0
86428,Treatment,0
97154,Treatment,0
31473,Control,0
89584,Treatment,0
59439,Treatment,0
55152,Treatment,0
31751,Control,0
49570,Control,0
14199,Control,0
58306,Treatment,0
80067,Treatment,0
20672,Control,0
29351,Control,0
56114,Treatment,0
51505,Treatment,0
62728,Treatment,0
18005,Control,1
82424,Treatment,0
45422,Control,0
69669,Treatment,1
65981,Treatment,0
34917,Control,0
66638,Treatment,1
6781,Control,1
72954,Treatment,0
34380,Control,1
78250,Treatment,0
78695,Treatment,0
22158,Control,0
28422,Control,0
14851,Control,0
45668,Control,1
9686,Control,1
91434,Treatment,0
55219,Treatment,0
70605,Treatment,0
13515,Control,0
22729,Control,0
14608,Control,0
49558,Control,0
1663,Control,0
64849,Treatment,1
17003,Control,0
69467,Treatment,0
64628,Treatment,0
76396,Treatment,0
97974,Treatment,0
3742,Control,1
68907,Treatment,0
53710,Treatment,0
57699,Treatment,1
8297,Control,0
49736,Control,0
40691,Control,1
93697,Treatment,1
94620,Treatment,0
40027,Control,0
41603,Control,0
12068,Control,0
35031,Control,0
81179,Treatment,0
8869,Control,0
59697,Treatment,0
57137,Treatment,0
29311,Control,0
23477,Control,0
7674,Control,0
6094,Control,1
62537,Treatment,0
10744,Control,0
58392,Treatment,0
66301,Treatment,0
67675,Treatment,0
12790,Control,0
9271,Control,0
12647,Control,0
79670,Treatment,0
63681,Treatment,0
23538,Control,0
87658,Treatment,0
69465,Treatment,0
14657,Control,0
50262,Treatment,1
51807,Treatment,0
36010,Control,1
92051,Treatment,0
29126,Control,0
40744,Control,0
94306,Treatment,0
50630,Treatment,0
80453,Treatment,0
80173,Treatment,0
55622,Treatment,0
82590,Treatment,1
78314,Treatment,0
35405,Control,0
95333,Treatment,1
3829,Control,0
95134,Treatment,0
86623,Treatment,0
392,Control,0
99656,Treatment,0
71525,Treatment,0
81186,Treatment,0
32900,Control,0
33958,Control,0
4745,Control,0
53535,Treatment,0
13546,Control,0
61138,Treatment,0
15186,Control,1
32069,Control,1
85872,Treatment,0
85491,Treatment,0
31029,Control,0
6465,Control,0
16774,Control,0
42400,Control,0
20696,Control,1
57089,Treatment,0
2635,Control,0
23388,Control,0
83318,Treatment,0
40749,Control,0
28856,Control,1
97022,Treatment,0
91708,Treatment,1
19286,Control,0
90096,Treatment,1
77025,Treatment,0
82186,Treatment,1
49802,Control,0
70687,Treatment,1
62949,Treatment,1
76482,Treatment,0
15249,Control,0
32074,Control,0
89203,Treatment,0
33252,Control,0
39682,Control,0
56619,Treatment,1
1712,Control,0
62623,Treatment,1
17496,Control,0
57610,Treatment,0
8534,Control,0
41867,Control,0
80760,Treatment,0
65091,Treatment,1
49399,Control,0
88307,Treatment,1
90763,Treatment,0
42541,Control,0
58853,Treatment,0
6400,Control,1
62339,Treatment,1
2963,Control,0
84632,Treatment,1
63136,Treatment,0
25747,Control,0
92803,Treatment,0
74264,Treatment,0
94979,Treatment,0
27434,Control,0
29547,Control,0
28835,Control,0
47713,Control,0
7308,Control,1
27787,Control,0
46451,Control,0
61669,Treatment,0
44572,Control,0
60824,Treatment,1
96040,Treatment,0
30117,Control,0
70793,Treatment,0
11279,Control,0
6556,Control,1
45803,Control,0
19113,Control,0
15371,Control,0
45704,Control,0
56655,Treatment,1
34738,Control,0
51740,Treatment,1
47711,Control,0
27926,Control,1
69030,Treatment,0
7473,Control,0
40182,Control,1
58521,Treatment,0
66227,Treatment,0
18207,Control,0
63403,Treatment,0
4623,Control,0
26454,Control,0
24273,Control,0
55646,Treatment,0
48032,Control,0
33599,Control,0
27661,Control,0
76737,Treatment,0
30598,Control,0
32388,Control,0
32947,Control,1
51568,Treatment,1
30942,Control,0
73218,Treatment,0
57591,Treatment,0
66156,Treatment,0
35193,Control,0
65394,Treatment,0
63732,Treatment,1
2126,Control,0
56646,Treatment,0
37782,Control,0
71328,Treatment,0
97845,Treatment,0
46880,Control,0
52436,Treatment,0
92239,Treatment,0
83094,Treatment,1
91472,Treatment,1
83039,Treatment,1
77718,Treatment,0
49203,Control,1
16903,Control,0
81603,Treatment,0
27127,Control,0
80661,Treatment,0
74289,Treatment,0
46209,Control,0
30789,Control,0
85287,Treatment,1
59058,Treatment,0
41504,Control,0
67837,Treatment,0
40948,Control,0
37627,Control,0
72004,Treatment,0
74631,Treatment,0
14461,Control,0
23173,Control,0
90363,Treatment,0
2424,Control,0
2842,Control,0
59631,Treatment,1
96994,Treatment,1
36995,Control,0
64752,Treatment,0
40545,Control,0
72836,Treatment,0
69879,Treatment,0
69038,Treatment,1
43484,Control,0
70543,Treatment,1
15042,Control,0
75091,Treatment,0
58788,Treatment,0
7626,Control,0
48848,Control,0
56561,Treatment,0
96665,Treatment,0
73571,Treatment,0
13326,Control,0
4959,Control,0
79558,Treatment,0
92735,Treatment,1
48575,Control,1
74635,Treatment,0
95740,Treatment,0
40342,Control,0
54252,Treatment,0
44126,Control,0
73353,Treatment,0
20583,Control,0
67742,Treatment,0
69182,Treatment,0
67240,Treatment,1
10969,Control,0
67314,Treatment,1
37470,Control,0
22547,Control,0
86534,Treatment,0
28306,Control,0
70697,Treatment,0
17167,Control,0
97646,Treatment,0
39358,Control,0
19479,Control,0
6143,Control,0
9954,Control,1
77940,Treatment,0
2107,Control,0
68120,Treatment,1
43946,Control,1
72116,Treatment,0
86574,Treatment,0
15373,Control,1
23095,Control,0
66495,Treatment,0
479,Control,0
72642,Treatment,1
1814,Control,0
92661,Treatment,0
91145,Treatment,0
10558,Control,0
35415,Control,0
67904,Treatment,0
10127,Control,0
53168,Treatment,0
36294,Control,1
22101,Control,0
67251,Treatment,0
98444,Treatment,0
18169,Control,0
89598,Treatment,0
89211,Treatment,0
98087,Treatment,1
95377,Treatment,0
96421,Treatment,0
75806,Treatment,0
28148,Control,0
18120,Control,0
63948,Treatment,0
64893,Treatment,1
68196,Treatment,0
97098,Treatment,1
2966,Control,0
3761,Control,0
83613,Treatment,0
68825,Treatment,1
52633,Treatment,0
97876,Treatment,0
56881,Treatment,0
14080,Control,0
81509,Treatment,0
86072,Treatment,0
80591,Treatment,0
19930,Control,0
22312,Control,0
19058,Control,0
71472,Treatment,0
26230,Control,0
60889,Treatment,0
81239,Treatment,0
57378,Treatment,0
87966,Treatment,0
47715,Control,1
70943,Treatment,0
18292,Control,1
91882,Treatment,1
36039,Control,0
38009,Control,0
83950,Treatment,0
24322,Control,0
88340,Treatment,1
54488,Treatment,0
47353,Control,0
47842,Control,0
17023,Control,0
21600,Control,0
61090,Treatment,1
70834,Treatment,0
39438,Control,0
27554,Control,0
63756,Treatment,0
45330,Control,0
67739,Treatment,0
12486,Control,0
71673,Treatment,0
51392,Treatment,0
40221,Control,1
18263,Control,1
64307,Treatment,0
92421,Treatment,0
87918,Treatment,0
66710,Treatment,0
70742,Treatment,0
71490,Treatment,0
82062,Treatment,1
35931,Control,0
47925,Control,0
62626,Treatment,0
27149,Control,0
92562,Treatment,0
17806,Control,0
10132,Control,0
43283,Control,1
47441,Control,0
71193,Treatment,1
69989,Treatment,1
51043,Treatment,1
77967,Treatment,0
16980,Control,1
42496,Control,0
6358,Control,1
55267,Treatment,0
63479,Treatment,0
25407,Control,0
9866,Control,0
78802,Treatment,0
80653,Treatment,0
52126,Treatment,0
53369,Treatment,0
26478,Control,1
9572,Control,0
65345,Treatment,0
21841,Control,0
11830,Control,0
11522,Control,0
36643,Control,0
54421,Treatment,0
17669,Control,0
83016,Treatment,1
74948,Treatment,0
37200,Control,0
42673,Control,0
27932,Control,0
73926,Treatment,0
98846,Treatment,0
5798,Control,0
62322,Treatment,0
28460,Control,0
75479,Treatment,0
3793,Control,1
87850,Treatment,0
57793,Treatment,0
80123,Treatment,0
35544,Control,0
48095,Control,1
10601,Control,0
20883,Control,0
8460,Control,0
399,Control,1
70916,Treatment,0
1404,Control,0
11264,Control,1
32688,Control,0
15468,Control,0
54028,Treatment,0
57424,Treatment,0
25923,Control,1
58003,Treatment,0
79520,Treatment,0
15997,Control,0
5742,Control,0
11793,Control,0
3901,Control,0
53018,Treatment,0
45126,Control,1
68757,Treatment,1
18062,Control,1
55255,Treatment,0
86669,Treatment,0
91135,Treatment,1
84898,Treatment,1
81108,Treatment,0
27408,Control,1
78041,Treatment,0
26110,Control,0
47673,Control,0
81433,Treatment,0
37628,Control,0
40731,Control,0
20320,Control,0
92170,Treatment,0
84217,Treatment,1
93900,Treatment,1
11988,Control,1
45142,Control,1
65519,Treatment,0
17915,Control,0
79989,Treatment,0
69778,Treatment,1
90184,Treatment,0
99051,Treatment,0
84570,Treatment,0
97231,Treatment,0
27355,Control,0
30742,Control,1
32739,Control,0
93365,Treatment,1
73497,Treatment,0
57663,Treatment,0
83015,Treatment,0
55112,Treatment,0
9318,Control,1
39959,Control,0
15231,Control,1
79464,Treatment,0
24314,Control,0
15871,Control,0
80342,Treatment,0
93203,Treatment,0
13828,Control,0
87827,Treatment,1
82368,Treatment,1
34046,Control,0
28538,Control,0
85412,Treatment,0
81135,Treatment,1
35912,Control,0
61877,Treatment,0
22678,Control,1
43262,Control,0
42818,Control,0
46990,Control,0
51584,Treatment,0
6527,Control,0
56078,Treatment,0
65172,Treatment,0
37770,Control,1
23665,Control,0
30922,Control,0
98657,Treatment,0
66125,Treatment,0
16896,Control,0
25435,Control,0
67528,Treatment,1
13368,Control,1
77773,Treatment,0
10522,Control,0
70308,Treatment,0
60365,Treatment,0
76302,Treatment,0
8588,Control,1
64653,Treatment,0
67610,Treatment,0
9426,Control,0
46204,Control,1
60187,Treatment,0
36690,Control,1
85343,Treatment,0
73335,Treatment,0
21490,Control,0
63174,Treatment,0
45340,Control,0
41809,Control,0
3699,Control,0
9316,Control,0
49838,Control,0
74083,Treatment,0
16707,Control,0
34099,Control,0
42768,Control,0
63475,Treatment,0
11729,Control,0
36056,Control,0
37421,Control,0
97382,Treatment,0
93283,Treatment,0
35591,Control,0
27488,Control,1
43206,Control,1
73706,Treatment,0
59063,Treatment,0
79100,Treatment,0
5786,Control,1
81250,Treatment,0
36087,Control,0
55482,Treatment,1
82441,Treatment,1
68740,Treatment,0
60920,Treatment,1
834,Control,0
17335,Control,0
41299,Control,1
32345,Control,0
44168,Control,0
26396,Control,1
27243,Control,0
47015,Control,1
94377,Treatment,0
67934,Treatment,1
98820,Treatment,0
69742,Treatment,1
4577,Control,0
99178,Treatment,1
37010,Control,1
23656,Control,0
50270,Treatment,1
14516,Control,0
73983,Treatment,0
84196,Treatment,1
90347,Treatment,0
64240,Treatment,0
12844,Control,0
67036,Treatment,1
95432,Treatment,0
64172,Treatment,0
26202,Control,0
39599,Control,0
18886,Control,0
92605,Treatment,0
11560,Control,1
38712,Control,0
6961,Control,1
76678,Treatment,0
58957,Treatment,0
58231,Treatment,0
2707,Control,0
4707,Control,0
19771,Control,1
7367,Control,0
22557,Control,0
70416,Treatment,0
72237,Treatment,0
10533,Control,0
5718,Control,1
25285,Control,0
12943,Control,0
25357,Control,0
57224,Treatment,1
39504,Control,0
36927,Control,0
7346,Control,0
72408,Treatment,0
96794,Treatment,1
30540,Control,0
40833,Control,0
18822,Control,0
64127,Treatment,0
39540,Control,1
66728,Treatment,0
64235,Treatment,0
50470,Treatment,0
95017,Treatment,0
55002,Treatment,0
62054,Treatment,0
54465,Treatment,0
56120,Treatment,1
8397,Control,0
75676,Treatment,0
84839,Treatment,0
55050,Treatment,0
39209,Control,0
33651,Control,0
74916,Treatment,0
71263,Treatment,0
67300,Treatment,0
66800,Treatment,0
97351,Treatment,0
32729,Control,0
36750,Control,0
86561,Treatment,0
37403,Control,0
96169,Treatment,0
34415,Control,0
82121,Treatment,0
7436,Control,0
42201,Control,0
40898,Control,0
66659,Treatment,1
55952,Treatment,0
65985,Treatment,0
60671,Treatment,0
85948,Treatment,0
72276,Treatment,0
6398,Control,0
15768,Control,0
83626,Treatment,0
16818,Control,0
70844,Treatment,0
14569,Control,0
97962,Treatment,0
91147,Treatment,1
71036,Treatment,1
64464,Treatment,0
7927,Control,0
20961,Control,0
37473,Control,0
32797,Control,0
70072,Treatment,0
83864,Treatment,1
32983,Control,0
61504,Treatment,1
89122,Treatment,0
7555,Control,0
64372,Treatment,0
74677,Treatment,0
98617,Treatment,0
76342,Treatment,0
10004,Control,0
12753,Control,1
90905,Treatment,0
89635,Treatment,1
65346,Treatment,0
92387,Treatment,1
72995,Treatment,0
29182,Control,0
21520,Control,0
15357,Control,1
59072,Treatment,0
76537,Treatment,0
66385,Treatment,1
56030,Treatment,0
76249,Treatment,0
98578,Treatment,0
91044,Treatment,1
56235,Treatment,0
25811,Control,0
90324,Treatment,0
14109,Control,0
90792,Treatment,0
20370,Control,0
52165,Treatment,1
98004,Treatment,0
23161,Control,0
73265,Treatment,0
70215,Treatment,0
7645,Control,0
8018,Control,0
38693,Control,1
82846,Treatment,0
4551,Control,0
2653,Control,0
56534,Treatment,0
79592,Treatment,1
59515,Treatment,1
25105,Control,0
34161,Control,0
8642,Control,0
83748,Treatment,0
44932,Control,0
41731,Control,0
93512,Treatment,1
16633,Control,0
94065,Treatment,0
74399,Treatment,1
29131,Control,0
59972,Treatment,1
34536,Control,0
12074,Control,0
87500,Treatment,0
21187,Control,0
44318,Control,0
86817,Treatment,0
47424,Control,0
70564,Treatment,0
67807,Treatment,0
60800,Treatment,0
21610,Control,0
6822,Control,0
67128,Treatment,0
13701,Control,0
89735,Treatment,0
64958,Treatment,1
80876,Treatment,0
6552,Control,0
30096,Control,0
1312,Control,0
64950,Treatment,0
80797,Treatment,1
91342,Treatment,0
27562,Control,0
64244,Treatment,0
71686,Treatment,0
77053,Treatment,0
11165,Control,0
49183,Control,0
58185,Treatment,0
25596,Control,0
53965,Treatment,0
87424,Treatment,1
10870,Control,0
9530,Control,1
72776,Treatment,0
4032,Control,0
46243,Control,0
13966,Control,0
47606,Control,0
59154,Treatment,0
50963,Treatment,0
15070,Control,0
73298,Treatment,0
21619,Control,0
21116,Control,0
94999,Treatment,0
80896,Treatment,0
10563,Control,1
97859,Treatment,0
41902,Control,0
42017,Control,0
13124,Control,1
6045,Control,0
90543,Treatment,1
79677,Treatment,0
98612,Treatment,0
65099,Treatment,0
6346,Control,0
27744,Control,0
69964,Treatment,0
25475,Control,0
12859,Control,0
83231,Treatment,1
57922,Treatment,0
62,Control,0
26774,Control,0
75472,Treatment,0
30640,Control,0
3209,Control,0
88741,Treatment,0
90196,Treatment,0
41098,Control,0
45904,Control,0
79941,Treatment,0
53817,Treatment,0
26948,Control,0
25684,Control,0
63700,Treatment,0
54742,Treatment,0
88722,Treatment,0
79756,Treatment,1
32516,Control,1
96517,Treatment,0
36365,Control,0
15470,Control,0
74142,Treatment,0
37392,Control,0
98718,Treatment,1
36870,Control,1
70435,Treatment,0
95587,Treatment,1
75412,Treatment,0
17922,Control,1
3137,Control,0
12623,Control,0
51497,Treatment,0
68237,Treatment,0
74411,Treatment,0
1120,Control,0
36243,Control,0
74990,Treatment,0
46763,Control,1
77314,Treatment,0
48874,Control,0
63317,Treatment,0
50334,Treatment,0
89549,Treatment,0
1330,Control,0
77157,Treatment,0
11066,Control,0
74203,Treatment,0
75156,Treatment,0
89357,Treatment,1
29907,Control,0
77265,Treatment,0
7169,Control,0
99253,Treatment,0
72744,Treatment,0
64489,Treatment,0
14643,Control,0
94605,Treatment,0
97639,Treatment,0
271,Control,0
77148,Treatment,0
5683,Control,0
38648,Control,0
52186,Treatment,0
67749,Treatment,0
27232,Control,1
67842,Treatment,0
30562,Control,0
26070,Control,0
28928,Control,0
5524,Control,0
36977,Control,0
60697,Treatment,0
9155,Control,1
11132,Control,0
35062,Control,0
62821,Treatment,0
41747,Control,0
82574,Treatment,0
27497,Control,1
37535,Control,0
88823,Treatment,0
22350,Control,1
23204,Control,0
72323,Treatment,0
91344,Treatment,0
47025,Control,1
97799,Treatment,1
5743,Control,1
32424,Control,0
58911,Treatment,0
5102,Control,0
38199,Control,1
39658,Control,1
79275,Treatment,0
99169,Treatment,0
76728,Treatment,0
23891,Control,0
96935,Treatment,0
71089,Treatment,0
2365,Control,0
53824,Treatment,0
50494,Treatment,1
66289,Treatment,0
41565,Control,0
78840,Treatment,0
57622,Treatment,0
93490,Treatment,0
68429,Treatment,0
93300,Treatment,0
